From	Entry	Gene_Ontology	Gene_Ontology_IDs
A0A913XH26_EXADI	A0A913XH26	N/A	N/A
A7SEA1_NEMVE	A7SEA1	"nucleus [GO:0005634]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; regulation of transcription by RNA polymerase II [GO:0006357]"	GO:0000978; GO:0000981; GO:0005634; GO:0006357
Q3S379_NEMVE	Q3S379	nucleus [GO:0005634]; DNA binding [GO:0003677]	GO:0003677; GO:0005634
A0A3M6V073_POCDA	A0A3M6V073	nucleus [GO:0005634]; DNA binding [GO:0003677]	GO:0003677; GO:0005634
A0A2B4SR54_STYPI	A0A2B4SR54	nucleus [GO:0005634]; DNA binding [GO:0003677]	GO:0003677; GO:0005634
B4ZYT1_ACRMI	B4ZYT1	nucleus [GO:0005634]; DNA binding [GO:0003677]	GO:0003677; GO:0005634
A0A7D9DPF9_PARCT	A0A7D9DPF9	nucleus [GO:0005634]; DNA binding [GO:0003677]	GO:0003677; GO:0005634
A0A1J1E4H6_HALTR	A0A1J1E4H6	nucleus [GO:0005634]; DNA binding [GO:0003677]	GO:0003677; GO:0005634
A0A1P8KZZ6_HYDEC	A0A1P8KZZ6	nucleus [GO:0005634]; DNA binding [GO:0003677]	GO:0003677; GO:0005634
A7SCB3_NEMVE	A7SCB3	membrane [GO:0016020]	GO:0016020
A0A6P8HT45_ACTTE	A0A6P8HT45	membrane [GO:0016020]; G protein-coupled GABA receptor activity [GO:0004965]	GO:0004965; GO:0016020
A0A913WYV7_EXADI	A0A913WYV7	N/A	N/A
A7S6R9_NEMVE	A7S6R9	G protein-coupled receptor heterodimeric complex [GO:0038039]; G protein-coupled GABA receptor activity [GO:0004965]; transmembrane signaling receptor activity [GO:0004888]; gamma-aminobutyric acid signaling pathway [GO:0007214]	GO:0004888; GO:0004965; GO:0007214; GO:0038039
A0A3M6UYJ9_POCDA	A0A3M6UYJ9	membrane [GO:0016020]; G protein-coupled GABA receptor activity [GO:0004965]	GO:0004965; GO:0016020
A0A2B4SLN3_STYPI	A0A2B4SLN3	membrane [GO:0016020]; G protein-coupled GABA receptor activity [GO:0004965]	GO:0004965; GO:0016020
A0A6S7HB35_PARCT	A0A6S7HB35	membrane [GO:0016020]; G protein-coupled GABA receptor activity [GO:0004965]	GO:0004965; GO:0016020
A0A6B7E3G1_NEMVE	A0A6B7E3G1	membrane [GO:0016020]; G protein-coupled GABA receptor activity [GO:0004965]	GO:0004965; GO:0016020
A0A3M6UGH5_POCDA	A0A3M6UGH5	membrane [GO:0016020]; G protein-coupled GABA receptor activity [GO:0004965]	GO:0004965; GO:0016020
A0A6P8IHN5_ACTTE	A0A6P8IHN5	oxidoreductase activity [GO:0016491]	GO:0016491
A0A6P8IHP8_ACTTE	A0A6P8IHP8	membrane [GO:0016020]; oxidoreductase activity [GO:0016491]	GO:0016020; GO:0016491
A0A6P8H1X3_ACTTE	A0A6P8H1X3	membrane [GO:0016020]	GO:0016020
A0A6P8J0S7_ACTTE	A0A6P8J0S7	membrane [GO:0016020]	GO:0016020
A0A6P8J517_ACTTE	A0A6P8J517	membrane [GO:0016020]	GO:0016020
A0A6P8HFU3_ACTTE	A0A6P8HFU3	membrane [GO:0016020]	GO:0016020
A0A6P8HQ30_ACTTE	A0A6P8HQ30	N/A	N/A
A0A6P8I0R9_ACTTE	A0A6P8I0R9	N/A	N/A
A0A6P8IK88_ACTTE	A0A6P8IK88	N/A	N/A
A0A913X479_EXADI	A0A913X479	N/A	N/A
A7S9K0_NEMVE	A7S9K0	cytoplasm [GO:0005737]; autophagosome maturation [GO:0097352]	GO:0005737; GO:0097352
A0A3M6UCG6_POCDA	A0A3M6UCG6	N/A	N/A
A0A2B4SUB8_STYPI	A0A2B4SUB8	N/A	N/A
A0A8D8R163_9HEMI	A0A8D8R163	N/A	N/A
A0A2R2MN65_LINUN	A0A2R2MN65	N/A	N/A
A0A8D9AVI4_9HEMI	A0A8D9AVI4	N/A	N/A
R7TK68_CAPTE	R7TK68	N/A	N/A
E9G045_DAPPU	E9G045	cytoplasm [GO:0005737]; autophagosome maturation [GO:0097352]	GO:0005737; GO:0097352
A0A6P8HC19_ACTTE	A0A6P8HC19	N/A	N/A
A0A6P8GZP5_ACTTE	A0A6P8GZP5	N/A	N/A
A0A6P8H9B0_ACTTE	A0A6P8H9B0	signal transduction [GO:0007165]	GO:0007165
A0A6P8GZW8_ACTTE	A0A6P8GZW8	signal transduction [GO:0007165]	GO:0007165
A0A6P8H7Z8_ACTTE	A0A6P8H7Z8	N/A	N/A
A0A6P8J6S2_ACTTE	A0A6P8J6S2	N/A	N/A
A0A6P8HJH2_ACTTE	A0A6P8HJH2	N/A	N/A
A0A6P8I5H0_ACTTE	A0A6P8I5H0	N/A	N/A
A0A6P8IX66_ACTTE	A0A6P8IX66	N/A	N/A
A0A6P8I4Z4_ACTTE	A0A6P8I4Z4	N/A	N/A
A0A6P8HUB6_ACTTE	A0A6P8HUB6	N/A	N/A
A0A913YN33_EXADI	A0A913YN33	N/A	N/A
A0A913YLJ2_EXADI	A0A913YLJ2	N/A	N/A
A0A6P8IWL0_ACTTE	A0A6P8IWL0	N/A	N/A
A0A6P8I0R0_ACTTE	A0A6P8I0R0	N/A	N/A
A0A6P8J211_ACTTE	A0A6P8J211	N/A	N/A
A0A913X3D8_EXADI	A0A913X3D8	N/A	N/A
A0A6P8IL23_ACTTE	A0A6P8IL23	calcium ion binding [GO:0005509]	GO:0005509
A0A913Y871_EXADI	A0A913Y871	N/A	N/A
A0A6P8IHG2_ACTTE	A0A6P8IHG2	calcium ion binding [GO:0005509]	GO:0005509
A7RKB5_NEMVE	A7RKB5	calcium ion binding [GO:0005509]; calcium-dependent protein serine/threonine phosphatase regulator activity [GO:0008597]	GO:0005509; GO:0008597
A0A914APK2_PATMI	A0A914APK2	N/A	N/A
A0A914ARP4_PATMI	A0A914ARP4	N/A	N/A
A0A7D9IMB1_PARCT	A0A7D9IMB1	calcium ion binding [GO:0005509]	GO:0005509
A0A913WYU7_EXADI	A0A913WYU7	N/A	N/A
A0A3M6U3K0_POCDA	A0A3M6U3K0	calcium ion binding [GO:0005509]	GO:0005509
A0A3M6TJ83_POCDA	A0A3M6TJ83	calcium ion binding [GO:0005509]	GO:0005509
A0A6P8J7G4_ACTTE	A0A6P8J7G4	membrane [GO:0016020]	GO:0016020
A0A6P8H9B3_ACTTE	A0A6P8H9B3	membrane [GO:0016020]	GO:0016020
A0A6P8GZX2_ACTTE	A0A6P8GZX2	membrane [GO:0016020]	GO:0016020
A0A6P8HCY0_ACTTE	A0A6P8HCY0	membrane [GO:0016020]	GO:0016020
A0A6P8H8G2_ACTTE	A0A6P8H8G2	membrane [GO:0016020]	GO:0016020
A0A6P8GZX7_ACTTE	A0A6P8GZX7	membrane [GO:0016020]	GO:0016020
A0A6P8IQX8_ACTTE	A0A6P8IQX8	N/A	N/A
A0A6P8I055_ACTTE	A0A6P8I055	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]	GO:0003676; GO:0015074
A0A913XIM5_EXADI	A0A913XIM5	N/A	N/A
A0A913YJY6_EXADI	A0A913YJY6	N/A	N/A
A0A6S7HHG6_PARCT	A0A6S7HHG6	N/A	N/A
A0A6S7IBS7_PARCT	A0A6S7IBS7	N/A	N/A
A0A2B4SNE1_STYPI	A0A2B4SNE1	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]	GO:0003676; GO:0015074
A0A2B4R7M8_STYPI	A0A2B4R7M8	N/A	N/A
A7SMW1_NEMVE	A7SMW1	N/A	N/A
A0A1S3JBI3_LINUN	A0A1S3JBI3	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]	GO:0003676; GO:0015074
A0A6P8HEU1_ACTTE	A0A6P8HEU1	membrane [GO:0016020]; antiporter activity [GO:0015297]; xenobiotic transmembrane transporter activity [GO:0042910]; xenobiotic detoxification by transmembrane export across the plasma membrane [GO:1990961]	GO:0015297; GO:0016020; GO:0042910; GO:1990961
A0A913XWH5_EXADI	A0A913XWH5	N/A	N/A
S47A1_XENTR	A4IIS8	apical plasma membrane [GO:0016324]; antiporter activity [GO:0015297]; organic cation transmembrane transporter activity [GO:0015101]; xenobiotic transmembrane transporter activity [GO:0042910]; organic cation transport [GO:0015695]; xenobiotic detoxification by transmembrane export across the plasma membrane [GO:1990961]	GO:0015101; GO:0015297; GO:0015695; GO:0016324; GO:0042910; GO:1990961
A0A803J2Z1_XENTR	A0A803J2Z1	membrane [GO:0016020]; antiporter activity [GO:0015297]; xenobiotic transmembrane transporter activity [GO:0042910]; xenobiotic detoxification by transmembrane export across the plasma membrane [GO:1990961]	GO:0015297; GO:0016020; GO:0042910; GO:1990961
A0A8J1JXU2_XENTR	A0A8J1JXU2	membrane [GO:0016020]; antiporter activity [GO:0015297]; xenobiotic transmembrane transporter activity [GO:0042910]; xenobiotic detoxification by transmembrane export across the plasma membrane [GO:1990961]	GO:0015297; GO:0016020; GO:0042910; GO:1990961
A0A4X2KI38_VOMUR	A0A4X2KI38	plasma membrane [GO:0005886]; organic cation transmembrane transporter activity [GO:0015101]; solute:proton antiporter activity [GO:0015299]; xenobiotic transmembrane transporter activity [GO:0042910]; xenobiotic detoxification by transmembrane export across the plasma membrane [GO:1990961]	GO:0005886; GO:0015101; GO:0015299; GO:0042910; GO:1990961
A0A8J1TG80_OWEFU	A0A8J1TG80	membrane [GO:0016020]; antiporter activity [GO:0015297]; xenobiotic transmembrane transporter activity [GO:0042910]; xenobiotic detoxification by transmembrane export across the plasma membrane [GO:1990961]	GO:0015297; GO:0016020; GO:0042910; GO:1990961
A0A803JEZ3_XENTR	A0A803JEZ3	membrane [GO:0016020]; antiporter activity [GO:0015297]; xenobiotic transmembrane transporter activity [GO:0042910]; xenobiotic detoxification by transmembrane export across the plasma membrane [GO:1990961]	GO:0015297; GO:0016020; GO:0042910; GO:1990961
A0A8J1TG78_OWEFU	A0A8J1TG78	membrane [GO:0016020]; antiporter activity [GO:0015297]; xenobiotic transmembrane transporter activity [GO:0042910]; xenobiotic detoxification by transmembrane export across the plasma membrane [GO:1990961]	GO:0015297; GO:0016020; GO:0042910; GO:1990961
C3YD00_BRAFL	C3YD00	membrane [GO:0016020]; antiporter activity [GO:0015297]; transmembrane transporter activity [GO:0022857]; xenobiotic transmembrane transporter activity [GO:0042910]; xenobiotic detoxification by transmembrane export across the plasma membrane [GO:1990961]	GO:0015297; GO:0016020; GO:0022857; GO:0042910; GO:1990961
A0A913YAD9_EXADI	A0A913YAD9	N/A	N/A
A0A6P8IHY9_ACTTE	A0A6P8IHY9	N/A	N/A
A0A2B4RCW4_STYPI	A0A2B4RCW4	N/A	N/A
A0A6P8IHN6_ACTTE	A0A6P8IHN6	N/A	N/A
A0A6P8J506_ACTTE	A0A6P8J506	N/A	N/A
A0A6P8J0P2_ACTTE	A0A6P8J0P2	N/A	N/A
A0A913X3I5_EXADI	A0A913X3I5	N/A	N/A
A0A6P8H4P0_ACTTE	A0A6P8H4P0	membrane [GO:0016020]	GO:0016020
A0A6P8HDW7_ACTTE	A0A6P8HDW7	membrane [GO:0016020]	GO:0016020
A0A6P8HFN9_ACTTE	A0A6P8HFN9	N/A	N/A
A0A6P8HPL8_ACTTE	A0A6P8HPL8	N/A	N/A
A0A6P8HPQ1_ACTTE	A0A6P8HPQ1	N/A	N/A
A0A6P8I3E8_ACTTE	A0A6P8I3E8	extracellular region [GO:0005576]; enzyme activator activity [GO:0008047]; digestion [GO:0007586]; lipid catabolic process [GO:0016042]	GO:0005576; GO:0007586; GO:0008047; GO:0016042
A0A6P8H5V9_ACTTE	A0A6P8H5V9	collagen trimer [GO:0005581]	GO:0005581
A0A6P8J0M6_ACTTE	A0A6P8J0M6	membrane [GO:0016020]	GO:0016020
A0A6P8J3Y5_ACTTE	A0A6P8J3Y5	collagen trimer [GO:0005581]	GO:0005581
A0A6P8JAG2_ACTTE	A0A6P8JAG2	collagen trimer [GO:0005581]	GO:0005581
A0A6P8H367_ACTTE	A0A6P8H367	collagen trimer [GO:0005581]	GO:0005581
A0A6P8J4Z1_ACTTE	A0A6P8J4Z1	collagen trimer [GO:0005581]	GO:0005581
A0A6P8J4W7_ACTTE	A0A6P8J4W7	collagen trimer [GO:0005581]	GO:0005581
A0A913YA32_EXADI	A0A913YA32	N/A	N/A
A0A6P8H0Z5_ACTTE	A0A6P8H0Z5	N/A	N/A
A0A913WSK3_EXADI	A0A913WSK3	N/A	N/A
A0A2B4RY03_STYPI	A0A2B4RY03	N/A	N/A
A0A2B4REU3_STYPI	A0A2B4REU3	N/A	N/A
A0A913X4Y2_EXADI	A0A913X4Y2	N/A	N/A
A0A6P8IZS0_ACTTE	A0A6P8IZS0	membrane [GO:0016020]	GO:0016020
A0A2B4RP20_STYPI	A0A2B4RP20	N/A	N/A
A0A913XVF3_EXADI	A0A913XVF3	N/A	N/A
A7RMG6_NEMVE	A7RMG6	membrane [GO:0016020]	GO:0016020
A0A2B4T2Y2_STYPI	A0A2B4T2Y2	membrane [GO:0016020]	GO:0016020
A0A6P8I1H4_ACTTE	A0A6P8I1H4	membrane [GO:0016020]	GO:0016020
A0A913YFM5_EXADI	A0A913YFM5	N/A	N/A
A7S609_NEMVE	A7S609	membrane [GO:0016020]	GO:0016020
A0A6P8HST6_ACTTE	A0A6P8HST6	membrane [GO:0016020]	GO:0016020
A0A2B4S7U2_STYPI	A0A2B4S7U2	membrane [GO:0016020]	GO:0016020
A0A3M6U9P6_POCDA	A0A3M6U9P6	membrane [GO:0016020]	GO:0016020
A0A6S7GLC9_PARCT	A0A6S7GLC9	membrane [GO:0016020]	GO:0016020
A0A8B8E1C3_CRAVI	A0A8B8E1C3	membrane [GO:0016020]	GO:0016020
A0A8B8E068_CRAVI	A0A8B8E068	membrane [GO:0016020]	GO:0016020
A0A6P8J7F4_ACTTE	A0A6P8J7F4	N/A	N/A
A0A6P8J2H6_ACTTE	A0A6P8J2H6	N/A	N/A
A0A6P8HSG6_ACTTE	A0A6P8HSG6	N/A	N/A
A0A6P8HSH6_ACTTE	A0A6P8HSH6	N/A	N/A
A0A6P8HIF4_ACTTE	A0A6P8HIF4	N/A	N/A
A0A6P8HL29_ACTTE	A0A6P8HL29	N/A	N/A
A0A6P8HSH3_ACTTE	A0A6P8HSH3	N/A	N/A
A0A2B4RE82_STYPI	A0A2B4RE82	membrane [GO:0016020]	GO:0016020
A0A2B4S3U8_STYPI	A0A2B4S3U8	N/A	N/A
A0A6P8IKA8_ACTTE	A0A6P8IKA8	membrane [GO:0016020]; ATP binding [GO:0005524]; protein tyrosine kinase activity [GO:0004713]	GO:0004713; GO:0005524; GO:0016020
A0A6P8IJ33_ACTTE	A0A6P8IJ33	membrane [GO:0016020]; ATP binding [GO:0005524]; protein tyrosine kinase activity [GO:0004713]	GO:0004713; GO:0005524; GO:0016020
A0A6P8IJF3_ACTTE	A0A6P8IJF3	membrane [GO:0016020]; ATP binding [GO:0005524]; protein tyrosine kinase activity [GO:0004713]	GO:0004713; GO:0005524; GO:0016020
A0A913WT46_EXADI	A0A913WT46	N/A	N/A
A0A3M6UCS8_POCDA	A0A3M6UCS8	membrane [GO:0016020]; ATP binding [GO:0005524]; protein tyrosine kinase activity [GO:0004713]	GO:0004713; GO:0005524; GO:0016020
A0A2B4R7S3_STYPI	A0A2B4R7S3	membrane [GO:0016020]; ATP binding [GO:0005524]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]	GO:0004714; GO:0005524; GO:0016020
A0A1C9KCU0_NEMVE	A0A1C9KCU0	ATP binding [GO:0005524]; protein tyrosine kinase activity [GO:0004713]	GO:0004713; GO:0005524
A0A6P8HUI3_ACTTE	A0A6P8HUI3	membrane [GO:0016020]	GO:0016020
A0A6P8I243_ACTTE	A0A6P8I243	membrane [GO:0016020]	GO:0016020
A0A6P8HRC5_ACTTE	A0A6P8HRC5	membrane [GO:0016020]	GO:0016020
A0A6P8HRA0_ACTTE	A0A6P8HRA0	membrane [GO:0016020]	GO:0016020
A0A6P8HUG4_ACTTE	A0A6P8HUG4	membrane [GO:0016020]	GO:0016020
A0A913YSQ9_EXADI	A0A913YSQ9	N/A	N/A
A0A913XQT0_EXADI	A0A913XQT0	N/A	N/A
A0A913XZA9_EXADI	A0A913XZA9	N/A	N/A
A0A6P8HU39_ACTTE	A0A6P8HU39	membrane [GO:0016020]	GO:0016020
A0A913XPT5_EXADI	A0A913XPT5	N/A	N/A
A0A6P8I4Q3_ACTTE	A0A6P8I4Q3	membrane [GO:0016020]; scavenger receptor activity [GO:0005044]	GO:0005044; GO:0016020
A0A6P8IW72_ACTTE	A0A6P8IW72	membrane [GO:0016020]; scavenger receptor activity [GO:0005044]	GO:0005044; GO:0016020
A0A6P8HHI3_ACTTE	A0A6P8HHI3	membrane [GO:0016020]; scavenger receptor activity [GO:0005044]	GO:0005044; GO:0016020
A0A913XNK8_EXADI	A0A913XNK8	N/A	N/A
W5MQG6_LEPOC	W5MQG6	membrane [GO:0016020]; scavenger receptor activity [GO:0005044]	GO:0005044; GO:0016020
A0A669DZB0_ORENI	A0A669DZB0	membrane [GO:0016020]; scavenger receptor activity [GO:0005044]	GO:0005044; GO:0016020
A0A3B4T977_SERDU	A0A3B4T977	membrane [GO:0016020]; scavenger receptor activity [GO:0005044]	GO:0005044; GO:0016020
A0A3B4XX73_SERLL	A0A3B4XX73	membrane [GO:0016020]; scavenger receptor activity [GO:0005044]	GO:0005044; GO:0016020
A0A493T2K7_ANAPP	A0A493T2K7	membrane [GO:0016020]; scavenger receptor activity [GO:0005044]	GO:0005044; GO:0016020
A0A6P8H7G6_ACTTE	A0A6P8H7G6	N/A	N/A
A0A6P8HJH4_ACTTE	A0A6P8HJH4	N/A	N/A
A0A6P8HHY5_ACTTE	A0A6P8HHY5	N/A	N/A
A0A6P8HIG6_ACTTE	A0A6P8HIG6	N/A	N/A
A0A913YMU5_EXADI	A0A913YMU5	N/A	N/A
A0A6P8HLZ2_ACTTE	A0A6P8HLZ2	N/A	N/A
G1KKR5_ANOCA	G1KKR5	extracellular space [GO:0005615]	GO:0005615
A0A7J6BVK4_9TELE	A0A7J6BVK4	N/A	N/A
A0A6P8IUL1_ACTTE	A0A6P8IUL1	membrane [GO:0016020]; scavenger receptor activity [GO:0005044]	GO:0005044; GO:0016020
A0A913X6J5_EXADI	A0A913X6J5	N/A	N/A
A0A913YP96_EXADI	A0A913YP96	N/A	N/A
A0A6P8IS93_ACTTE	A0A6P8IS93	membrane [GO:0016020]; scavenger receptor activity [GO:0005044]	GO:0005044; GO:0016020
A0A913X5I7_EXADI	A0A913X5I7	N/A	N/A
A0A913XGA1_EXADI	A0A913XGA1	N/A	N/A
A0A3M6T672_POCDA	A0A3M6T672	membrane [GO:0016020]; scavenger receptor activity [GO:0005044]	GO:0005044; GO:0016020
A0A3M6T695_POCDA	A0A3M6T695	membrane [GO:0016020]; scavenger receptor activity [GO:0005044]	GO:0005044; GO:0016020
A0A6P8IJR2_ACTTE	A0A6P8IJR2	N/A	N/A
A0A6P8H0Y3_ACTTE	A0A6P8H0Y3	N/A	N/A
A0A6P8HMU0_ACTTE	A0A6P8HMU0	N/A	N/A
A0A6P8IK26_ACTTE	A0A6P8IK26	N/A	N/A
A0A6P8IL38_ACTTE	A0A6P8IL38	N/A	N/A
A7S4R8_NEMVE	A7S4R8	N/A	N/A
A0A6P8HTI4_ACTTE	A0A6P8HTI4	N/A	N/A
A0A2Z5WLM1_ANTJA	A0A2Z5WLM1	carbohydrate binding [GO:0030246]	GO:0030246
A7SKF1_NEMVE	A7SKF1	N/A	N/A
A0A913XY49_EXADI	A0A913XY49	N/A	N/A
A0A3M6U4N6_POCDA	A0A3M6U4N6	N/A	N/A
A0A2B4RJD8_STYPI	A0A2B4RJD8	N/A	N/A
A0A6P8HL19_ACTTE	A0A6P8HL19	calcium ion binding [GO:0005509]	GO:0005509
A0A913WYE0_EXADI	A0A913WYE0	N/A	N/A
A0A2B4RRY6_STYPI	A0A2B4RRY6	membrane [GO:0016020]	GO:0016020
A0A3M6UZB7_POCDA	A0A3M6UZB7	N/A	N/A
A0A6P8IWM9_ACTTE	A0A6P8IWM9	N/A	N/A
A0A2B4S535_STYPI	A0A2B4S535	N/A	N/A
A0A913XW45_EXADI	A0A913XW45	N/A	N/A
A7RG49_NEMVE	A7RG49	N/A	N/A
A0A3M6UYH5_POCDA	A0A3M6UYH5	N/A	N/A
A0A6P8HGH4_ACTTE	A0A6P8HGH4	N/A	N/A
A0A3M6URD0_POCDA	A0A3M6URD0	N/A	N/A
A0A0H3M9B5_EHRRW	A0A0H3M9B5	N/A	N/A
A0A348HCN4_9GAMM	A0A348HCN4	N/A	N/A
A0A964C8Z9_9CYAN	A0A964C8Z9	N/A	N/A
A0A6P8I117_ACTTE	A0A6P8I117	N/A	N/A
A0A6P8HHW5_ACTTE	A0A6P8HHW5	N/A	N/A
A0A913YR92_EXADI	A0A913YR92	N/A	N/A
A7SM80_NEMVE	A7SM80	N/A	N/A
A0A6P8HM32_ACTTE	A0A6P8HM32	axon [GO:0030424]; dendrite [GO:0030425]; membrane [GO:0016020]; hydrolase activity [GO:0016787]; signal transduction [GO:0007165]	GO:0007165; GO:0016020; GO:0016787; GO:0030424; GO:0030425
A0A6P8HVX2_ACTTE	A0A6P8HVX2	axon [GO:0030424]; dendrite [GO:0030425]; membrane [GO:0016020]; hydrolase activity [GO:0016787]; signal transduction [GO:0007165]	GO:0007165; GO:0016020; GO:0016787; GO:0030424; GO:0030425
A0A6P8HW24_ACTTE	A0A6P8HW24	axon [GO:0030424]; dendrite [GO:0030425]; membrane [GO:0016020]; hydrolase activity [GO:0016787]; signal transduction [GO:0007165]	GO:0007165; GO:0016020; GO:0016787; GO:0030424; GO:0030425
A0A6P8ICQ8_ACTTE	A0A6P8ICQ8	N/A	N/A
A0A1B0D557_PHLPP	A0A1B0D557	membrane [GO:0016020]; anatomical structure morphogenesis [GO:0009653]; cell differentiation [GO:0030154]	GO:0009653; GO:0016020; GO:0030154
A0A8S4FY50_PLUXY	A0A8S4FY50	cellular anatomical entity [GO:0110165]; anatomical structure morphogenesis [GO:0009653]; cell differentiation [GO:0030154]	GO:0009653; GO:0030154; GO:0110165
A0A6P8H657_ACTTE	A0A6P8H657	L-tyrosine:2-oxoglutarate aminotransferase activity [GO:0004838]; pyridoxal phosphate binding [GO:0030170]; biosynthetic process [GO:0009058]; L-phenylalanine catabolic process [GO:0006559]	GO:0004838; GO:0006559; GO:0009058; GO:0030170
A0A913Y5Q4_EXADI	A0A913Y5Q4	N/A	N/A
A0A913Y7J1_EXADI	A0A913Y7J1	N/A	N/A
A7S6Z0_NEMVE	A7S6Z0	L-tyrosine:2-oxoglutarate aminotransferase activity [GO:0004838]; pyridoxal phosphate binding [GO:0030170]; biosynthetic process [GO:0009058]; L-phenylalanine catabolic process [GO:0006559]; tyrosine catabolic process [GO:0006572]	GO:0004838; GO:0006559; GO:0006572; GO:0009058; GO:0030170
A0A3M6U7B9_POCDA	A0A3M6U7B9	L-tyrosine:2-oxoglutarate aminotransferase activity [GO:0004838]; pyridoxal phosphate binding [GO:0030170]; biosynthetic process [GO:0009058]; L-phenylalanine catabolic process [GO:0006559]; tyrosine catabolic process [GO:0006572]	GO:0004838; GO:0006559; GO:0006572; GO:0009058; GO:0030170
C3ZBR3_BRAFL	C3ZBR3	L-tyrosine:2-oxoglutarate aminotransferase activity [GO:0004838]; pyridoxal phosphate binding [GO:0030170]; biosynthetic process [GO:0009058]; L-phenylalanine catabolic process [GO:0006559]; tyrosine catabolic process [GO:0006572]	GO:0004838; GO:0006559; GO:0006572; GO:0009058; GO:0030170
A0A8K0F1J3_BRALA	A0A8K0F1J3	L-tyrosine:2-oxoglutarate aminotransferase activity [GO:0004838]; pyridoxal phosphate binding [GO:0030170]; biosynthetic process [GO:0009058]; L-phenylalanine catabolic process [GO:0006559]; tyrosine catabolic process [GO:0006572]	GO:0004838; GO:0006559; GO:0006572; GO:0009058; GO:0030170
A0A8K0A983_BRALA	A0A8K0A983	L-tyrosine:2-oxoglutarate aminotransferase activity [GO:0004838]; pyridoxal phosphate binding [GO:0030170]; biosynthetic process [GO:0009058]; L-phenylalanine catabolic process [GO:0006559]; tyrosine catabolic process [GO:0006572]	GO:0004838; GO:0006559; GO:0006572; GO:0009058; GO:0030170
A0A8K0AAS1_BRALA	A0A8K0AAS1	L-tyrosine:2-oxoglutarate aminotransferase activity [GO:0004838]; pyridoxal phosphate binding [GO:0030170]; biosynthetic process [GO:0009058]; L-phenylalanine catabolic process [GO:0006559]; tyrosine catabolic process [GO:0006572]	GO:0004838; GO:0006559; GO:0006572; GO:0009058; GO:0030170
A0A6P4YHY9_BRABE	A0A6P4YHY9	L-tyrosine:2-oxoglutarate aminotransferase activity [GO:0004838]; pyridoxal phosphate binding [GO:0030170]; biosynthetic process [GO:0009058]; L-phenylalanine catabolic process [GO:0006559]; tyrosine catabolic process [GO:0006572]	GO:0004838; GO:0006559; GO:0006572; GO:0009058; GO:0030170
A0A8N5LR60_ACTTE	A0A8N5LR60	extracellular region [GO:0005576]; nematocyst [GO:0042151]; serine-type endopeptidase inhibitor activity [GO:0004867]	GO:0004867; GO:0005576; GO:0042151
ATPI1_ACTTE	A0A6P8HC43	extracellular region [GO:0005576]; nematocyst [GO:0042151]; potassium channel regulator activity [GO:0015459]; serine-type endopeptidase inhibitor activity [GO:0004867]; toxin activity [GO:0090729]; negative regulation of peptidase activity [GO:0010466]	GO:0004867; GO:0005576; GO:0010466; GO:0015459; GO:0042151; GO:0090729
A0A3P8MJV4_9CNID	A0A3P8MJV4	extracellular region [GO:0005576]; nematocyst [GO:0042151]; serine-type endopeptidase inhibitor activity [GO:0004867]	GO:0004867; GO:0005576; GO:0042151
A0A6P8HBL9_ACTTE	A0A6P8HBL9	extracellular region [GO:0005576]; nematocyst [GO:0042151]; serine-type endopeptidase inhibitor activity [GO:0004867]	GO:0004867; GO:0005576; GO:0042151
A0A6P8ISG8_ACTTE	A0A6P8ISG8	N/A	N/A
A0A913XHP4_EXADI	A0A913XHP4	N/A	N/A
A0A913YLK5_EXADI	A0A913YLK5	N/A	N/A
A0A913X9J5_EXADI	A0A913X9J5	N/A	N/A
A0A6P8J173_ACTTE	A0A6P8J173	N/A	N/A
A0A353BES1_9PLAN	A0A353BES1	N/A	N/A
A0A913WSK1_EXADI	A0A913WSK1	N/A	N/A
A0A8H7BJQ3_9FUNG	A0A8H7BJQ3	N/A	N/A
A7SX77_NEMVE	A7SX77	N/A	N/A
A0A8H7BP02_9FUNG	A0A8H7BP02	membrane [GO:0016020]	GO:0016020
